案件編號,發生日期,GPS經度,GPS緯度,案件類別名稱,地址類型名稱,發生縣市名稱,受傷人數,天候名稱, 速限-第1當事者,道路型態大類別名稱,事故位置大類別名稱,號誌-號誌種類名稱,事故類型及型態大類別名稱,肇因研判子類別名稱-主要
11005ACG91B1850,20210521,120.259803,23.241311,交通事故,無,臺南市下營區段號,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11005ACG91B1872,20210521,120.343431,23.229169,交通事故,其他,臺南市六甲區段號和平街347巷口,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11005ACG91B1873,20210521,120.249034,23.185559,交通事故,交叉路口,臺南市麻豆區大埕里中正路段號忠孝路,1,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11005ACG91B1876,20210521,120.353861,23.230284,交通事故,交叉路口,臺南市六甲區六甲里仁愛街段號復興街,2,晴,30,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11005ACG91B1886,20210521,120.315441,23.241259,交通事故,無,臺南市六甲區段號,1,晴,70,單路部分,路段,無號誌,車與車,變換車道或方向不當
11005ACG91B1899,20210521,120.322733,23.207241,交通事故,一般地址,臺南市官田區二鎮里工業路段11號,2,晴,40,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11005ACG91B1966,20210522,120.352829,23.230377,交通事故,交叉路口,臺南市六甲區六甲里復興街段號復興街78,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11005ACG91B1984,20210522,120.31838,23.17457,交通事故,交叉路口,臺南市官田區渡拔里市道171線段號區道南65線,1,晴,50,交岔路,交叉路口,行車管制號誌,汽(機)車本身,未依規定減速
11005ACG91B2002,20210522,120.316186,23.19439,交通事故,交叉路口,臺南市官田區隆田里勝利路段號仁愛街,2,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11005ACG91B2019,20210523,120.271264,23.193917,交通事故,交叉路口,臺南市麻豆區南勢里區道南61線段號市道171甲線,3,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11005ACG91B2032,20210523,120.244723,23.14249,交通事故,其他,臺南市麻豆區段號謝厝寮里101之35號旁堤防道路,1,晴,50,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11005ACG91B2039,20210523,120.247971,23.179686,交通事故,交叉路口,臺南市麻豆區巷口里興國路段號和平路,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未保持行車安全距離
11005ACG91B2055,20210522,120.26507,23.237447,交通事故,交叉路口,臺南市下營區新興里自由街段號人和一街,1,晴,50,交岔路,交叉路口,閃光號誌,汽(機)車本身,未注意車前狀態
11005ACG91B2060,20210523,120.340581,23.159447,交通事故,無,臺南市官田區段號,1,晴,60,交岔路,交叉路口,行車管制號誌,車與車,迴轉未依規定
11005ACG91B2070,20210523,120.252749,23.199096,交通事故,其他,臺南市麻豆區段號北勢里番巷高幹30旁路口,1,晴,40,交岔路,交叉路口,無號誌,車與車,未注意車前狀態
11005ACG91B2101,20210524,120.265042,23.23743,交通事故,其他,臺南市下營區段號自由街與東興二街口,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11005ACG91B2104,20210524,120.247304,23.17694,交通事故,交叉路口,臺南市麻豆區巷口里新生南路段號興國路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11005ACG91B2119,20210524,120.316408,23.198731,交通事故,其他,臺南市官田區段號隆本里中華路2段9巷2號,1,晴,30,單路部分,路段,無號誌,汽(機)車本身,疲勞(患病)駕駛失控
11005ACG91B2129,20210524,120.283001,23.185991,交通事故,其他,臺南市麻豆區段號寮?里成功路與堤防路,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11005ACG91B2164,20210524,120.300436,23.196848,交通事故,一般地址,臺南市官田區隆本里中山路2段177號0,1,晴,60,單路部分,路段,無號誌,汽(機)車本身,其他引起事故之違規或不當行為
11005ACG91B2166,20210524,120.246617,23.174611,交通事故,一般地址,臺南市麻豆區井東里市道173線段磚子井139-2號0,2,晴,50,交岔路,交叉路口,閃光號誌,車與車,起步未注意其他車(人)安全
11005ACG91B2173,20210524,120.316242,23.175739,交通事故,無,臺南市官田區段號,1,晴,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11005ACG91B2201,20210524,120.269474,23.224292,交通事故,其他,臺南市下營區段號新興里臺19甲線與環營南路口,1,晴,60,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11005ACG91B2208,20210525,120.325169,23.186338,交通事故,其他,臺南市官田區段號隆田里南64線0.5公里處路口,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11005ACG91B2239,20210525,120.32303,23.17199,交通事故,無,臺南市官田區段號,2,晴,40,單路部分,路段,無號誌,車與車,未依規定讓車
11005ACG91B2252,20210525,120.223001,23.190978,交通事故,一般地址,臺南市麻豆區埤頭里市道171線段大山腳1-48號,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11005ACG91B2312,20210526,120.26273,23.23332,交通事故,交叉路口,臺南市下營區營前里民權一街段號文明街,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11005ACG91B2325,20210526,120.246009,23.169341,交通事故,其他,臺南市麻豆區段號磚井里磚子井131-5號附近,2,晴,60,單路部分,路段,無號誌,車與車,逆向行駛
11005ACG91B2344,20210526,120.254898,23.181052,交通事故,一般地址,臺南市麻豆區?江里民生路段42之2號,1,晴,50,單路部分,路段,無號誌,車與車,違反號誌管制或指揮
11005ACG91B2348,20210526,120.26858,23.229291,交通事故,其他,臺南市下營區段號開化里中營333-1號,1,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11005ACG91B2361,20210526,120.256022,23.212627,交通事故,無,臺南市下營區段號,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11005ACG91B2372,20210526,120.316033,23.217157,交通事故,其他,臺南市官田區段號南?里南318線3.7K處,1,陰,50,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11005ACG91B2429,20210527,120.241442,23.179291,交通事故,交叉路口,臺南市麻豆區興農里新生南路段號新生南路262,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11005ACG91B2434,20210527,120.329666,23.217048,交通事故,交叉路口,臺南市官田區二鎮里區道南113線段號工社西街7,1,晴,50,交岔路,交叉路口,無號誌,車與車,未保持行車安全距離
11005ACG91B2461,20210528,120.219707,23.170882,交通事故,其他,臺南市麻豆區段號麻口里南49線番寮高幹13N9927AB72電桿前,1,晴,50,交岔路,交叉路口,無號誌,車與車,未保持行車安全距離
11005ACG91B2464,20210528,120.21916,23.18919,交通事故,無,臺南市麻豆區段號,1,晴,50,單路部分,路段,無號誌,汽(機)車本身,其他引起事故之違規或不當行為
11005ACG91B2479,20210528,120.251522,23.181428,交通事故,一般地址,臺南市麻豆區?江里民權路段47號,1,晴,40,單路部分,路段,無號誌,車與車,迴轉未依規定
11005ACG91B2502,20210528,120.351455,23.230634,交通事故,交叉路口,臺南市六甲區六甲里中山路段號中正路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11005ACG91B2504,20210528,120.270982,23.204258,交通事故,交叉路口,臺南市下營區開化里省道臺19甲線段號區道南61線,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11005ACG91B2588,20210529,120.320885,23.197954,交通事故,一般地址,臺南市官田區二鎮里工業路段2號,1,雨,50,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11005ACG91B2697,20210530,120.221822,23.194101,交通事故,其他,臺南市麻豆區段號海埔里大山腳11-7號前,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11005ACG91B2722,20210531,120.269099,23.201596,交通事故,無,臺南市麻豆區段號,2,晴,60,單路部分,路段,無號誌,車與車,未注意車前狀態
11005ACG91B2723,20210531,120.256152,23.174793,交通事故,其他,臺南市麻豆區段號清水里台19甲17.6K處,2,雨,50,單路部分,路段,無號誌,車與車,逆向行駛
11005ACG91B2724,20210531,120.219511,23.176987,交通事故,交叉路口,臺南市麻豆區麻口里市道176線段號區道南49線,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11005ACG91B2778,20210531,120.24841,23.190018,交通事故,一般地址,臺南市麻豆區新生北路段551號0,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,倒車未依規定
11005ACG91B2779,20210531,120.239921,23.152623,交通事故,其他,臺南市麻豆區段號謝厝寮里173線4.2K往北,1,晴,50,單路部分,路段,無號誌,車與車,開啟車門不當而肇事
11005ACG91B2780,20210531,120.341142,23.162763,交通事故,無,臺南市官田區段號,1,晴,50,單路部分,路段,無號誌,車與車,變換車道或方向不當
11005ACG91B2968,20210504,120.241869,23.187981,交通事故,交叉路口,臺南市麻豆區油車里新興街段號新生北路82,2,晴,50,交岔路,路段,無號誌,車與車,未保持行車安全距離
11005ACGX1B2289,20210502,120.345954,23.225657,交通事故,其他,臺南市六甲區段號進化與建工街口,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11005ACGX1B2748,20210530,120.351288,23.228648,交通事故,其他,臺南市六甲區段號中正路448號前,1,雨,50,單路部分,路段,無號誌,車與車,未注意車前狀態
11006AC191A0009,20210614,120.230506,22.970421,交通事故,交叉路口,臺南市東區崇善路段號崇德十五街,0,晴,30,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11006AC191B0002,20210601,120.229951,22.978777,交通事故,交叉路口,臺南市東區仁和路段號崇善二街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反特定標誌(線)禁制
11006AC191B0005,20210601,120.213627,22.977761,交通事故,一般地址,臺南市東區大同路2段129號0大同路二段129號前,1,晴,0,單路部分,路段,無號誌,車與車,迴轉未依規定
11006AC191B0018,20210601,120.230941,22.995151,交通事故,交叉路口,臺南市東區東平路段號東平路99,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0019,20210601,120.235512,22.991025,交通事故,交叉路口,臺南市東區瑞吉街段號裕農路621瑞吉街近裕農路621巷路口,1,晴,30,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11006AC191B0022,20210601,120.233905,22.991976,交通事故,其他,臺南市東區段號中華東路一段366號南紡夢時代前,1,晴,40,單路部分,路段,無號誌,汽(機)車本身,不明原因肇事
11006AC191B0034,20210601,120.227622,22.968032,交通事故,一般地址,臺南市東區崇德路段739號,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0035,20210601,120.231851,22.97887,交通事故,一般地址,臺南市東區東門路3段989號0,1,晴,30,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11006AC191B0037,20210602,120.228036,22.982647,交通事故,一般地址,臺南市東區東門路2段3657號,1,陰,30,單路部分,路段,無號誌,車與車,未注意車前狀態
11006AC191B0044,20210602,120.215978,22.984828,交通事故,一般地址,臺南市東區府連路段342號,1,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0046,20210602,120.221489,22.985719,交通事故,交叉路口,臺南市東區東門路2段158號東門路,1,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11006AC191B0048,20210602,120.236263,22.99833,交通事故,交叉路口,臺南市東區小東路段號後甲一路,1,晴,50,單路部分,路段,無號誌,車與車,變換車道或方向不當
11006AC191B0050,20210602,120.23346,22.963102,交通事故,一般地址,臺南市東區崇善十六街段66號0,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0052,20210602,120.219823,22.983462,交通事故,其他,臺南市東區段號府連東路與林森路口,2,晴,40,單路部分,路段,無號誌,車與車,未保持行車安全間隔
11006AC191B0058,20210602,120.224265,22.9903,交通事故,一般地址,臺南市東區林森路2段216號,1,晴,50,單路部分,路段,無號誌,車與車,未保持行車安全距離
11006AC191B0064,20210602,120.224572,22.979561,交通事故,交叉路口,臺南市東區崇善路段號崇善路205,1,晴,40,交岔路,交叉路口,無號誌,車與車,迴轉未依規定
11006AC191B0078,20210602,120.238528,22.988822,交通事故,一般地址,臺南市東區裕農路段766號,1,晴,50,單路部分,路段,無號誌,車與車,疲勞(患病)駕駛失控
11006AC191B0079,20210601,120.213124,22.99391,交通事故,交叉路口,臺南市東區前鋒路段號民族路1,1,雨,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0081,20210602,120.230982,22.986062,交通事故,一般地址,臺南市東區裕農路段4467021號,3,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0083,20210602,120.213182,22.994379,交通事故,交叉路口,臺南市東區民族路段號前鋒路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0085,20210603,120.224357,22.99962,交通事故,其他,臺南市東區段號小東路與林森路二段南側100公尺處(427號停車格前),1,晴,40,單路部分,路段,無號誌,汽(機)車本身,尚未發現肇事因素
11006AC191B0101,20210602,120.215272,22.989625,交通事故,交叉路口,臺南市東區新樓街段號東榮街,1,晴,30,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11006AC191B0102,20210603,120.218147,22.995925,交通事故,一般地址,臺南市東區勝利路段175號,2,晴,40,交岔路,交叉路口,無號誌,車與車,橫越道路不慎
11006AC191B0103,20210603,120.226801,22.975067,交通事故,交叉路口,臺南市東區崇德六街段號崇德五街2,1,晴,50,交岔路,交叉路口,無號誌,車與車,左轉彎未依規定
11006AC191B0124,20210603,120.243492,22.986318,交通事故,一般地址,臺南市東區裕孝路段120號,1,晴,40,單路部分,路段,無號誌,車與車,迴轉未依規定
11006AC191B0141,20210603,120.233177,22.994801,交通事故,一般地址,臺南市東區東平路段31號,2,陰,50,單路部分,路段,無號誌,車與車,未保持行車安全間隔
11006AC191B0158,20210604,120.229861,22.97226,交通事故,一般地址,臺南市東區崇善路段581號,2,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,迴轉未依規定
11006AC191B0168,20210604,120.22757,22.973915,交通事故,一般地址,臺南市東區崇德路段533號,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未保持行車安全間隔
11006AC191B0183,20210604,120.22661,22.982885,交通事故,一般地址,臺南市東區東門路2段338號5,2,晴,50,單路部分,路段,無號誌,車與車,未保持行車安全距離
11006AC191B0190,20210604,120.226472,22.983218,交通事故,交叉路口,臺南市東區東門路段號崇學路,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11006AC191B0196,20210604,120.227518,22.97381,交通事故,一般地址,臺南市東區崇德路段535號,1,晴,50,單路部分,路段,無號誌,車與車,未依規定讓車
11006AC191B0200,20210603,120.237636,22.97895,交通事故,一般地址,臺南市東區自由路3段87號,1,晴,40,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11006AC191B0201,20210604,120.234363,22.994892,交通事故,一般地址,臺南市東區中華東路3段268號,1,晴,60,單路部分,路段,無號誌,車與車,未保持行車安全距離
11006AC191B0205,20210603,120.243104,22.989748,交通事故,交叉路口,臺南市東區裕農路段號裕孝路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0210,20210603,120.230051,22.971746,交通事故,交叉路口,臺南市東區崇善路段號崇善八街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0211,20210603,120.227861,22.977192,交通事故,交叉路口,臺南市東區崇善路段號崇善二街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0215,20210603,120.215961,22.982021,交通事故,交叉路口,臺南市東區林森路段號崇明路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,其他引起事故之違規或不當行為
11006AC191B0216,20210603,120.223057,22.974359,交通事故,交叉路口,臺南市東區中華東路3段號崇德路,2,晴,40,交岔路,交叉路口,行車管制號誌,車與車,未保持行車安全間隔
11006AC191B0223,20210604,120.241247,22.989419,交通事故,交叉路口,臺南市東區裕農路段號裕忠路,1,陰,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0225,20210605,120.212318,22.997354,交通事故,一般地址,臺南市東區北門路2段4號,1,晴,50,圓環廣場,其他,行車管制號誌,車與車,未依規定讓車
11006AC191B0249,20210605,120.224291,22.980798,交通事故,一般地址,臺南市東區崇學路段118號,1,晴,50,單路部分,路段,無號誌,車與車,開啟車門不當而肇事
11006AC191B0263,20210604,120.215836,22.996557,交通事故,交叉路口,臺南市東區大學路西段段號育樂街66,1,晴,30,交岔路,其他,行車管制號誌,人與汽(機)車,搶越行人穿越道
11006AC191B0265,20210603,120.229604,22.964035,交通事故,一般地址,臺南市東區長東街段39號,2,晴,50,交岔路,交叉路口,無號誌,車與車,未保持行車安全距離
11006AC191B0283,20210606,120.223697,22.980229,交通事故,交叉路口,臺南市東區崇善路段號崇學路,1,雨,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11006AC191B0292,20210605,120.211486,22.9824,交通事故,一般地址,臺南市東區大同路1段275號,1,雨,30,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未依規定讓車
11006AC191B0293,20210604,120.234213,22.976325,交通事故,一般地址,臺南市東區東門路3段226502號4,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0295,20210605,120.222269,23.000621,交通事故,交叉路口,臺南市東區長榮路段號小東路,1,陰,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0299,20210604,120.214052,22.976526,交通事故,一般地址,臺南市東區大同路2段185號,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11006AC191B0308,20210607,120.23539,22.964128,交通事故,一般地址,臺南市東區崇善路段1089162號,1,雨,30,單路部分,路段,無號誌,車與車,開啟車門不當而肇事
11006AC191B0314,20210607,120.225682,22.971586,交通事故,交叉路口,臺南市東區崇明路段號崇明十五街,2,陰,0,交岔路,交叉路口,無號誌,車與車,起步未注意其他車(人)安全
11006AC191B0319,20210607,120.230506,22.970421,交通事故,交叉路口,臺南市東區崇善路段號崇德十五街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0339,20210607,120.227516,22.990669,交通事故,交叉路口,臺南市東區怡東路段號東安路30,1,晴,30,交岔路,交叉路口,無號誌,車與車,違反特定標誌(線)禁制
11006AC191B0342,20210607,120.230863,22.986118,交通事故,交叉路口,臺南市東區裕農路段44652號裕農路44670,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0354,20210608,120.233049,22.971369,交通事故,一般地址,臺南市東區仁和路段105-11號,1,晴,50,單路部分,路段,無號誌,車與車,倒車未依規定
11006AC191B0356,20210603,120.21816,22.996254,交通事故,交叉路口,臺南市東區勝利路段號大學路,1,晴,30,交岔路,交叉路口,行車管制號誌,車與車,未保持行車安全距離
11006AC191B0359,20210608,120.228323,22.983156,交通事故,一般地址,臺南市東區東門路2段365323號0,2,晴,30,交岔路,交叉路口,無號誌,車與車,起步未注意其他車(人)安全
11006AC191B0373,20210608,120.221489,22.985767,交通事故,交叉路口,臺南市東區東門路2段號東門路2158,1,晴,40,交岔路,交叉路口,閃光號誌,車與車,起步未注意其他車(人)安全
11006AC191B0375,20210608,120.222181,22.997293,交通事故,其他,臺南市東區段號長榮路三段化工系機車停車場出入口前,2,晴,50,單路部分,其他,無號誌,車與車,逆向行駛
11006AC191B0382,20210602,120.243533,22.985048,交通事故,交叉路口,臺南市東區裕平路段號裕孝路,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11006AC191B0385,20210608,120.240074,22.992937,交通事故,交叉路口,臺南市東區裕永路段號平實路,1,晴,30,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11006AC191B0389,20210608,120.234338,22.994774,交通事故,一般地址,臺南市東區中華東路1段12號0,1,晴,60,交岔路,交叉路口,無號誌,車與車,變換車道或方向不當
11006AC191B0391,20210607,120.214621,22.993416,交通事故,交叉路口,臺南市東區育樂街段號東寧路西段,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0399,20210607,120.224535,22.983224,交通事故,交叉路口,臺南市東區崇仁街段號德光街,1,陰,30,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11006AC191B0401,20210607,120.211371,22.982515,交通事故,交叉路口,臺南市東區大同路1段號五妃街,2,晴,50,交岔路,其他,行車管制號誌(附設行人專用號誌),車與車,違反號誌管制或指揮
11006AC191B0402,20210608,120.230801,22.972831,交通事故,一般地址,臺南市東區崇善七街段38號,1,晴,30,單路部分,路段,無號誌,車與車,未保持行車安全間隔
11006AC191B0405,20210609,120.236008,22.97779,交通事故,一般地址,臺南市東區東門路3段179109號,1,晴,30,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11006AC191B0417,20210609,120.218031,22.996289,交通事故,交叉路口,臺南市東區大學路西段段號勝利路,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未注意車前狀態
11006AC191B0421,20210609,120.223713,22.991271,交通事故,交叉路口,臺南市東區東寧路段號東寧路170,1,晴,50,交岔路,交叉路口,閃光號誌,車與車,橫越道路不慎
11006AC191B0423,20210609,120.217646,22.981491,交通事故,一般地址,臺南市東區崇德路段1號,1,晴,0,交岔路,交叉路口,閃光號誌,車與車,其他引起事故之違規或不當行為
11006AC191B0433,20210609,120.219709,22.983447,交通事故,一般地址,臺南市東區林森路1段311號,1,晴,40,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11006AC191B0441,20210609,120.227514,22.964846,交通事故,交叉路口,臺南市東區崇德路段號生產路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,未保持行車安全間隔
11006AC191B0442,20210609,120.224291,22.976291,交通事故,交叉路口,臺南市東區崇德路段號崇明十二街,3,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0482,20210606,120.230051,22.971746,交通事故,交叉路口,臺南市東區崇善路段號崇善八街,1,雨,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0487,20210610,120.215684,22.982238,交通事故,一般地址,臺南市東區林森路1段167號0,2,晴,40,單路部分,路段,無號誌,車與車,不明原因肇事
11006AC191B0496,20210610,120.227678,22.977389,交通事故,一般地址,臺南市東區崇善路段252號,1,晴,50,單路部分,路段,行車管制號誌,車與車,使用手持行動電話失控
11006AC191B0498,20210610,120.239937,22.998457,交通事故,交叉路口,臺南市東區小東路段號裕永路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,其他引起事故之違規或不當行為
11006AC191B0502,20210610,120.221294,22.98136,交通事故,交叉路口,臺南市東區崇德二街段號德光街62,1,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0520,20210602,120.225678,22.971589,交通事故,交叉路口,臺南市東區崇明路段號崇明十五街,2,晴,40,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0521,20210610,120.232822,22.966446,交通事故,一般地址,臺南市東區崇善路段859號,1,雨,40,交岔路,交叉路口,行車管制號誌,汽(機)車本身,未注意車前狀態
11006AC191B0535,20210611,120.218533,22.975353,交通事故,一般地址,臺南市東區榮譽街段121-3號,1,晴,50,交岔路,交叉路口,無號誌,車與車,未保持行車安全間隔
11006AC191B0542,20210610,120.216192,22.967007,交通事故,一般地址,臺南市東區大同路2段671號,1,晴,60,單路部分,路段,無號誌,車與車,未依規定讓車
11006AC191B0543,20210610,120.225049,22.98429,交通事故,一般地址,臺南市東區東門路段2274號,2,晴,50,單路部分,路段,無號誌,車與車,變換車道或方向不當
11006AC191B0547,20210611,120.224803,22.972756,交通事故,交叉路口,臺南市東區崇明路段號崇明十四街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0566,20210611,120.228069,22.990141,交通事故,一般地址,臺南市東區東寧路段351號,1,晴,40,單路部分,路段,無號誌,汽(機)車本身,未注意車前狀態
11006AC191B0572,20210611,120.231903,22.986488,交通事故,一般地址,臺南市東區裕農路段446巷33號,1,晴,30,交岔路,交叉路口,無號誌,車與車,其他引起事故之違規或不當行為
11006AC191B0584,20210611,120.235783,22.991595,交通事故,交叉路口,臺南市東區後甲一路段號瑞祥街,1,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11006AC191B0609,20210612,120.213827,22.9881,交通事故,一般地址,臺南市東區東門路1段96號,1,晴,50,單路部分,路段,無號誌,車與車,未保持行車安全間隔
11006AC191B0624,20210612,120.235973,22.988623,交通事故,一般地址,臺南市東區裕農路段637號,2,晴,50,單路部分,路段,無號誌,車與車,起步未注意其他車(人)安全
11006AC191B0628,20210611,120.213157,22.991606,交通事故,一般地址,臺南市東區青年路段269號,1,雨,40,單路部分,路段,無號誌,車與車,未依規定讓車
11006AC191B0630,20210612,120.226274,22.992022,交通事故,交叉路口,臺南市東區東安路段號東安路48,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,左轉彎未依規定
11006AC191B0632,20210611,120.22953,22.981103,交通事故,交叉路口,臺南市東區中華東路段號東門路,1,晴,50,交岔路,交叉路口,行車管制號誌(附設行人專用號誌),車與車,右轉彎未依規定
11006AC191B0633,20210610,120.225556,22.990776,交通事故,交叉路口,臺南市東區東寧路段號東寧路201,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11006AC191B0639,20210604,120.213626,22.988286,交通事故,一般地址,臺南市東區東門路1段99號,1,晴,30,單路部分,路段,無號誌,汽(機)車本身,未保持行車安全間隔
11006AC191B0640,20210611,120.247634,22.988505,交通事故,一般地址,臺南市東區裕義路段88號3,2,晴,50,單路部分,路段,無號誌,人與汽(機)車,未依規定行走行人穿越道、地下道、天橋而穿越道路
11006AC191B0642,20210612,120.225698,22.966739,交通事故,交叉路口,臺南市東區崇明路段號崇明二十四街,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,迴轉未依規定
11006AC191B0646,20210613,120.21412,22.984611,交通事故,一般地址,臺南市東區府連路段260215號,1,晴,30,單路部分,路段,無號誌,車與車,酒醉(後)駕駛失控
11006AC191B0672,20210613,120.219979,22.983231,交通事故,交叉路口,臺南市東區崇善路段號林森路1,2,晴,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11006AC191B0684,20210611,120.217614,22.989451,交通事故,交叉路口,臺南市東區勝利路段號懷恩街,1,雨,50,交岔路,交叉路口,行車管制號誌,車與車,違反號誌管制或指揮
11006AC191B0689,20210611,120.227407,22.986275,交通事故,一般地址,臺南市東區裕農路段99號1,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0697,20210613,120.232602,22.966537,交通事故,交叉路口,臺南市東區崇善路段號自由路1,1,晴,50,交岔路,交叉路口,行車管制號誌,車與車,未依規定讓車
11006AC191B0703,20210614,120.213427,22.978493,交通事故,交叉路口,臺南市東區大同路2段號大同路297,2,晴,50,交岔路,交叉路口,閃光號誌,車與車,未依規定讓車
11006AC191B0721,20210614,120.235544,22.98796,交通事故,一般地址,臺南市東區富農街2段107號,2,晴,30,交岔路,交叉路口,無號誌,車與車,未依規定讓車
11006AC191B0733,20210614,120.231249,22.979823,交通事故,一般地址,臺南市東區東門路3段63號,1,晴,60,單路部分,路段,無號誌,車與車,變換車道或方向不當
11006AC191B0749,20210614,120.247052,22.990435,交通事故,一般地址,臺南市東區裕農路段1046號,2,晴,40,單路部分,路段,無號誌,車與車,未保持行車安全距離
11006AC191B0767,20210615,120.225685,22.970148,交通事故,交叉路口,臺南市東區崇明路段號崇明十八街,2,晴,50,交岔路,交叉路口,無號誌,車與車,未依規定讓車
